company,contact,phone,street,city,state,zip,website,notes,detail_url
D.E. Bondurant Grain Co.,,785-798-2667,25.30.1,Ness City,KS,67560,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back D.E. Bondurant Grain Co. 785-798-2667 Box 280 Ness City KS 67560 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/DE-Bondurant-Grain-Co-1010
D.E. Bondurant Grain Co.,,785-798-2763,25.30.1,Ness City,KS,67560,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back D.E. Bondurant Grain Co. 785-798-2763 Box 280 Ness City KS 67560 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/DE-Bondurant-Grain-Co-1470
Decatur Coop Assn.,,308-895-2343,25.30.1,Danberry,NE,69026,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 308-895-2343 Box 127 Danberry NE 69026 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-1378
Decatur Coop Assn.,,785-322-5281,25.30.1,Herndon,KS,67739,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 785-322-5281 P.O. Box 187 Herndon KS 67739 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-900
Decatur Coop Assn.,,785-678-2313,25.30.1,Jennings,KS,67643,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 785-678-2313 Jennings KS 67643 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-901
Decatur Coop Assn.,,785-678-2312,25.30.1,Oberlin,KS,67749,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 785-678-2312 Rte 1 Oberlin KS 67749 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-902
Decatur Coop Assn.,,785-567-4296,25.30.1,Lenora,KS,67645,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 785-567-4296 P.O. Box 38 9914 State Hwy. 9 Lenora KS 67645 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-712
Decatur Coop Assn.,,785-693-4321,25.30.1,Norcatur,KS,67653,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. 785-693-4321 Box 116 202 N. Decatur Norcatur KS 67653 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-398
Decatur Coop Assn.,,785-475-2234,12/30/2025,Oberlin,KS,67749,http://www.decaturcoop.net,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Decatur Coop Assn. Kurt Anderson 785-475-2234 Box 68 305 S. York Oberlin KS 67749 http://www.decaturcoop.net Send Decatur Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Decatur-Coop-Assn-402
"The DeLong Co., Inc.",,913-884-5151,32612 W. 191st. St.,Edgerton,KS,66021,http://www.delongcompany.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The DeLong Co., Inc. Sam Hanni 913-884-5151 32612 W. 191st. St. Edgerton KS 66021 http://www.delongcompany.com Send The DeLong Co., Inc. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-DeLong-Co,-Inc-1432"
Delphos Coop Assn.,,785-523-4213,25.30.1,Delphos,KS,67436,http://www.delphoscoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Delphos Coop Assn. Matt Johnson 785-523-4213 Box 308 413 W. 1st Delphos KS 67436 http://www.delphoscoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Delphos-Coop-Assn-335
"DesignPlast, Inc.",,785-825-7714,431 N. 13th St.,Salina,KS,67401,http://www.designplast.net,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back DesignPlast, Inc. 785-825-7714 431 N. 13th St. Salina KS 67401 http://www.designplast.net © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/DesignPlast,-Inc-1412"
Double T Trading,,580-456-7665,25.30.1,Roff,OK,74865,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Double T Trading 580-456-7665 P.O. Box 304 24951CR 3430 Roff OK 74865 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Double-T-Trading-1397
Drake Inc.,,402-362-1863,445 Cedar St.,Waco,NE,68460,http://www.drakeinc.net,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Drake Inc. 402-362-1863 445 Cedar St. Waco NE 68460 http://www.drakeinc.net © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Drake-Inc-1336
"East Kansas Agri-Energy, LLC",,785-448-2888,1304 S Main,Garnett,KS,66032,http://www.ekaellc.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back East Kansas Agri-Energy, LLC Joel Eckelman 785-448-2888 1304 S Main Garnett KS 66032 http://www.ekaellc.com Send East Kansas Agri-Energy, LLC A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/East-Kansas-Agri-Energy,-LLC-1325"
Ellsworth Coop,,785-472-3261,12/30/2025,Ellsworth,KS,67439,http://www.ellsworthcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop Riley Zamrzla 785-472-3261 Box 397 100 N. Kansas Ellsworth KS 67439 http://www.ellsworthcoop.com Send Ellsworth Coop A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-78
Ellsworth Coop,,785-658-2697,25.30.1,Wilson,KS,67490,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop 785-658-2697 Wilson KS 67490 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-1013
Ellsworth Coop,,785-252-3442,25.30.1,Holyrood,KS,67450,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop 785-252-3442 Box 48 Holyrood KS 67450 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-1014
Ellsworth Coop,,620-587-3621,25.30.1,Claflin,KS,67525,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop 620-587-3621 RR 1 Box 139 Claflin KS 67525 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-1015
Ellsworth Coop,,785-252-3233,25.30.1,Holyrood,KS,67450,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop 785-252-3233 Box 48 200 E. Santa Fe Holyrood KS 67450 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-1016
Ellsworth Coop,,785-472-4861,25.30.1,Kanopolis,KS,67454,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ellsworth Coop 785-472-4861 Box 67 Kanopolis KS 67454 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ellsworth-Coop-1019
Fairview Mills,,785-336-2148,604 Nemaha St,Seneca,KS,66538,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Fairview Mills Dennis Heideman 785-336-2148 604 Nemaha St Seneca KS 66538 Send Fairview Mills A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Fairview-Mills-83
Fairview Mills Inc.,,785-336-2148,25.30.1,Fairview,KS,66425,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Fairview Mills Inc. 785-336-2148 Box 205 Front Street Fairview KS 66425 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Fairview-Mills-Inc-1020
Farm Credit Services of America,,800-320-0284,25.30.1,Omaha,NE,68103,http://www.frontierfarmcredit.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farm Credit Services of America 800-320-0284 P.O. Box 2409 Omaha NE 68103 http://www.frontierfarmcredit.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farm-Credit-Services-of-America-1279
Farmers Coop Assn.,,620-856-2365,1005 Ottawa Ave.,Baxter Springs,KS,66713,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Assn. 620-856-2365 1005 Ottawa Ave. Baxter Springs KS 66713 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Assn-743
Farmers Coop Assn.,,620-429-2296,12/30/2025,Columbus,KS,66725,http://www.farmerscoop.coop,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Assn. Matt Case 620-429-2296 P.O. Box 80 402 E. Country Road Columbus KS 66725 http://www.farmerscoop.coop Send Farmers Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Assn-21
Farmers Coop Assn. North Location,,620-429-1903,25.30.1,Columbus,KS,66725,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Assn. North Location 620-429-1903 P.O. Box 80 510 E. Walnut St. Columbus KS 66725 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Assn-North-Location-745
Farmers Coop Elevator Assn.,,785-926-3264,12/30/2025,Morganville,KS,67468,http://morganvillecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Elevator Assn. Derek Sandmann 785-926-3264 Box 108 102 W. Allen Morganville KS 67468 http://morganvillecoop.com Send Farmers Coop Elevator Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Elevator-Assn-166
Farmers Coop Elevator Co.,,316-835-2261,302 W. 1st,Halstead,KS,67056,http://www.farcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Elevator Co. Jack Queen 316-835-2261 302 W. 1st Halstead KS 67056 http://www.farcoop.com Send Farmers Coop Elevator Co. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Elevator-Co-358
Farmers Coop Elevator Co.,,316-667-2441,25.30.1,Mount Hope,KS,67108,http://www.farcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Elevator Co. 316-667-2441 Box 38 625 S. Ohio Mount Hope KS 67108 http://www.farcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Elevator-Co-814
Farmers Coop Elevator Co.,,620-463-2320,20920 SW 84th,Burrton,KS,67020,http://www.farcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Elevator Co. 620-463-2320 20920 SW 84th Burrton KS 67020 http://www.farcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Elevator-Co-816
Farmers Coop Elevator Co.,,316-796-0367,15802 W. 190th N,Sedgwick,KS,67135,http://www.farcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Elevator Co. 316-796-0367 15802 W. 190th N Sedgwick KS 67135 http://www.farcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Elevator-Co-1471
Farmers Coop Equity Co.,,620-739-4335,102 N. Burr,Isabel,KS,67065,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Equity Co. 620-739-4335 102 N. Burr Isabel KS 67065 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Equity-Co-373
Farmers Coop Equity Co.,,620-886-5656,102 N Burr St. 1447 NW River Road,Isabel,KS,67065,http://fceisabel.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Equity Co. 620-886-5656 102 N Burr St. 1447 NW River Road Isabel KS 67065 http://fceisabel.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Equity-Co-571
Farmers Coop Equity Co.,,620-246-5226,102 N Burr St. 110 S. Main St.,Isabel,KS,67065,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Equity Co. 620-246-5226 102 N Burr St. 110 S. Main St. Isabel KS 67065 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Equity-Co-573
Farmers Coop Equity Co.,,620-243-5421,102 N Burr St. 406 N. Main St.,Isabel,KS,67065,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Equity Co. 620-243-5421 102 N Burr St. 406 N. Main St. Isabel KS 67065 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Equity-Co-575
Farmers Coop Equity Co.,,620-594-2209,102 N Burr St. 214 S. Carter,Isabel,KS,67065,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Equity Co. 620-594-2209 102 N Burr St. 214 S. Carter Isabel KS 67065 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Equity-Co-577
Farmers Coop Grain Assn.,,620-488-3537,25.30.1,Belle Plaine,KS,67013,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Grain Assn. 620-488-3537 P.O. Box 68 Belle Plaine KS 67013 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Grain-Assn-579
Farmers Coop Grain Assn.,,620-456-2222,524 E. Parallel,Conway Springs,KS,67031,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Grain Assn. Chris Stevens 620-456-2222 524 E. Parallel Conway Springs KS 67031 Send Farmers Coop Grain Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Grain-Assn-333
Farmers Coop Grain Co.,,620-286-5201,12/30/2025,Abbyville,KS,67510,http://www.abbyvillecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Coop Grain Co. Steve Inslee 620-286-5201 Box 26 301 N. Ricksecker Abbyville KS 67510 http://www.abbyvillecoop.com Send Farmers Coop Grain Co. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Coop-Grain-Co-310
Farmers Cooperative,,785-337-2222,25.30.1,Hanover,KS,66945,http://www.farmersco-operative.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Cooperative 785-337-2222 P.O. Box 417 500 West North St. Hanover KS 66945 http://www.farmersco-operative.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Cooperative-360
Farmers Cooperative,,402-946-2281,12/30/2025,Dorchester,NE,68343,http://www.farmersco-opertive.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Farmers Cooperative Dale Hayek 402-946-2281 P.O. Box 263 Dorchester NE 68343 http://www.farmersco-opertive.com Send Farmers Cooperative A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Farmers-Cooperative-1464
